Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
1876,Alistair Overeem,Andrei Arlovski,-240,200,Red,Corey Anderson,Sean O'Connell,-400,325,Red,25,325
1877,Antonio Silva,Stefan Struve,185,-225,Blue,Gian Villante,Saparbeg Safarov,-190,165,Red,52.63157895,165
1878,Albert Tumenov,Gunnar Nelson,-155,135,Blue,Justine Kish,Ashley Yoder,-230,190,Red,43.47826087,190
1879,Germaine de Randamie,Anna Elmose,-400,325,Red,Randy Brown,Brian Camozzi,-150,130,Red,66.66666667,130
1880,Nikita Krylov,Francimar Barroso,-200,170,Red,Joe Gigliotti,Gerald Meerschaert,170,-200,Blue,170,50
1881,Karolina Kowalkiewicz,Heather Jo Clark,-320,260,Red,Andrew Sanchez,Trevor Smith,-200,170,Red,50,170
1882,Rustam Khabilov,Chris Wade,-165,145,Red,Tiago Trator,Shane Burgos,165,-190,Blue,165,52.63157895
1883,Magnus Cedenblad,Garreth McLellan,-250,210,Red,Frankie Perez,Marc Diakiese,220,-260,Blue,220,38.46153846
1884,Jon Tuck,Josh Emmett,-110,-110,Blue,Keith Berish,Ryan Janes,130,-150,Blue,130,66.66666667
1885,Yan Cabral,Reza Madadi,-160,140,Blue,Juliana Lima,JJ Aldrich,-230,190,Red,43.47826087,190
1886,Kyoji Horiguchi,Neil Seery,-600,450,Red,Demetrious Johnson,Tim Elliott,-900,600,Red,11.11111111,600
1887,Leon Edwards,Dominic Waters,-270,230,Red,Joseph Benavidez,Henry Cejudo,-200,163,Red,50,163
1888,Ulka Sasaki,Willie Gates,-135,115,Red,Jake Ellenberger,Jorge Masvidal,175,-210,Blue,175,47.61904762
1889,Jon Jones,Ovince Saint Preux,-720,510,Red,Ion Cutelaba,Jared Cannonier,-230,190,Blue,43.47826087,190
1890,Demetrious Johnson,Henry Cejudo,-340,280,Red,Sara McMann,Alexis Davis,-155,135,Red,64.51612903,135
1891,Anthony Pettis,Edson Barboza,-190,165,Blue,Brandon Moreno,Ryan Benoit,-190,165,Red,52.63157895,165
1892,Robert Whittaker,Rafael Natal,-325,265,Red,Gray Maynard,Ryan Hall,145,-165,Blue,145,60.60606061
1893,Yair Rodriguez,Andre Fili,-110,-110,Red,Rob Font,Matt Schnell,-270,230,Red,37.03703704,230
1894,Sergio Pettis,Chris Kelades,-225,185,Red,Dong Hyun Ma,Brendan O'Reilly,-150,130,Red,66.66666667,130
1895,Danny Roberts,Dominique Steele,-355,295,Red,Kailin Curran,Jamie Moyle,-120,100,Blue,83.33333333,100
1896,Carla Esparza,Juliana Lima,-190,165,Red,Elvis Mutapcic,Anthony Smith,-105,-115,Blue,95.23809524,86.95652174
1897,Glaico Franca,James Vick,170,-200,Blue,Josh Stansbury,Devin Clark,-105,-115,Blue,95.23809524,86.95652174
1898,Walt Harris,Cody East,160,-185,Red,Robert Whittaker,Derek Brunson,100,-120,Red,100,83.33333333
1899,Marcos Rogerio de Lima,Clint Hester,-120,100,Red,Jake Matthews,Andrew Holbrook,-550,425,Blue,18.18181818,425
1900,Efrain Escudero,Kevin Lee,300,-360,Blue,Kyle Noke,Omari Akhmedov,-110,-110,Blue,90.90909091,90.90909091
1901,Glover Teixeira,Rashad Evans,-225,185,Red,Yusuke Kasuya,Alexander Volkanovski,135,-155,Blue,135,64.51612903
1902,Rose Namajunas,Tecia Torres,-160,140,Red,Khalil Rountree Jr.,Tyson Pedro,-105,-115,Blue,95.23809524,86.95652174
1903,Khabib Nurmagomedov,Darrell Horcher,-1000,650,Red,Seohee Ham,Danielle Taylor,-110,-110,Blue,90.90909091,90.90909091
1904,Cub Swanson,Hacran Dias,-115,-105,Red,Daniel Kelly,Chris Camozzi,165,-190,Red,165,52.63157895
1905,Beneil Dariush,Michael Chiesa,-165,145,Blue,Damien Brown,Jon Tuck,130,-150,Red,130,66.66666667
1906,Bethe Correia,Raquel Pennington,180,-220,Blue,Richard Walsh,Jonathan Meunier,-135,115,Blue,74.07407407,115
1907,Court McGee,Santiago Ponzinibbio,100,-120,Blue,Ben Nguyen,Geane Herrera,-140,120,Red,71.42857143,120
1908,Randy Brown,Michael Graves,125,-145,Blue,Dan Hooker,Jason Knight,-145,125,Blue,68.96551724,125
1909,John Dodson,Manvel Gamburyan,-450,400,Red,Marlon Vera,Ning Guangyou,-110,-110,Red,90.90909091,90.90909091
1910,Oluwale Bamgbose,Cezar Ferreira,-185,160,Blue,Yao Zhikui,Jenel Lausa,115,-135,Blue,115,74.07407407
1911,Elizeu Zaleski dos Santos,Omari Akhmedov,125,-145,Red,Ryan Bader,Rogerio Nogueira,-340,280,Red,29.41176471,280
1912,Ben Rothwell,Junior Dos Santos,-105,-115,Blue,Thomas Almeida,Albert Morales,-300,250,Red,33.33333333,250
1913,Derrick Lewis,Gabriel Gonzaga,-150,130,Red,Claudia Gadelha,Cortney Casey,-460,365,Red,21.73913043,365
1914,Francis Ngannou,Curtis Blaydes,140,-160,Red,Thales Leites,Krzysztof Jotko,-135,115,Blue,74.07407407,115
1915,Tim Johnson,Marcin Tybura,-110,-110,Red,Warlley Alves,Kamaru Usman,175,-210,Blue,175,47.61904762
1916,Igor Pokrajac,Jan Blachowicz,280,-340,Blue,Sergio Moraes,Zak Ottow,-150,130,Red,66.66666667,130
1917,Maryna Moroz,Cristina Stanciu,-170,150,Red,Cezar Ferreira,Jack Hermansson,110,-130,Red,110,76.92307692
1918,Nicolas Dalby,Zak Cummings,-105,-115,Blue,Marcos Rogerio de Lima,Gadzhimurad Antigulov,-165,145,Blue,60.60606061,145
1919,Ian Entwistle,Alejandro Perez,-150,130,Blue,Johnny Eduardo,Manvel Gamburyan,-140,120,Red,71.42857143,120
1920,Mairbek Taisumov,Damir Hadzovic,-320,260,Red,Luis Henrique,Christian Colombo,-290,245,Red,34.48275862,245
1921,Filip Pejic,Damian Stasiak,-110,100,Blue,Pedro Munhoz,Justin Scoggins,135,-155,Red,135,64.51612903
1922,Rob Whiteford,Lucas Martins,-110,-110,Blue,Gegard Mousasi,Uriah Hall,-560,430,Red,17.85714286,430
1923,Jared Cannonier,Cyril Asker,-135,115,Red,Ross Pearson,Stevie Ray,-105,-115,Blue,95.23809524,86.95652174
1924,Alessio Di Chirico,Bojan Velickovic,155,-175,Blue,Tim Johnson,Alexander Volkov,-150,130,Blue,66.66666667,130
1925,Mark Hunt,Frank Mir,-150,130,Red,Artem Lobov,Teruto Ishihara,220,-260,Red,220,38.46153846
1926,Hector Lombard,Neil Magny,100,-120,Blue,Magnus Cedenblad,Jack Marshman,-250,210,Blue,40,210
1927,Jake Matthews,Johnny Case,105,-125,Red,Kyoji Horiguchi,Ali Bagautinov,-200,170,Red,50,170
1928,Daniel Kelly,Antonio Carlos Junior,385,-485,Red,Kevin Lee,Magomed Mustafaev,-145,125,Red,68.96551724,125
1929,James Te Huna,Steve Bosse,-255,215,Blue,Anna Elmose,Amanda Cooper,-140,120,Blue,71.42857143,120
1930,Bec Rawlings,Seohee Ham,-110,-110,Red,Justin Ledet,Mark Godbeer,-140,130,Red,71.42857143,130
1931,Brendan O'Reilly,Alan Jouban,415,-525,Blue,Zak Cummings,Alexander Yakovlev,-170,150,Red,58.82352941,150
1932,Dan Hooker,Mark Eddiva,-160,150,Red,Marion Reneau,Milana Dudieva,-225,185,Red,44.44444444,185
1933,Leslie Smith,Rin Nakai,-130,110,Red,Brett Johns,Kwan Ho Kwak,-220,180,Red,45.45454545,180
1934,Richard Walsh,Viscardi Andrade,-125,105,Blue,Charlie Ward,Abdul Razak Alhassan,270,-330,Blue,270,30.3030303
1935,Ross Pearson,Chad Laprise,-105,-115,Red,Eddie Alvarez,Conor McGregor,140,-160,Blue,140,62.5
1936,Alan Patrick,Damien Brown,-300,250,Red,Joanna Jedrzejczyk,Karolina Kowalkiewicz,-400,325,Red,25,325
1937,Conor McGregor,Nate Diaz,-425,340,Blue,Chris Weidman,Yoel Romero,-220,180,Blue,45.45454545,180
1938,Holly Holm,Miesha Tate,-300,250,Blue,Miesha Tate,Raquel Pennington,-140,120,Blue,71.42857143,120
1939,Gian Villante,Ilir Latifi,160,-185,Blue,Frankie Edgar,Jeremy Stephens,-325,265,Red,30.76923077,265
1940,Corey Anderson,Tom Lawlor,-250,210,Red,Khabib Nurmagomedov,Michael Johnson,-345,285,Red,28.98550725,285
1941,Amanda Nunes,Valentina Shevchenko,-105,-115,Red,Rafael Natal,Tim Boetsch,-145,125,Blue,68.96551724,125
1942,Brandon Thatch,Siyar Bahadurzada,-335,275,Blue,Vicente Luque,Belal Muhammad,-125,105,Red,80,105
1943,Erick Silva,Nordine Taleb,-225,185,Blue,Jim Miller,Thiago Alves,135,-155,Red,135,64.51612903
1944,Vitor Miranda,Marcelo Guimaraes,-300,250,Red,Liz Carmouche,Katlyn Chookagian,145,-165,Red,145,60.60606061
1945,Darren Elkins,Chas Skelly,155,-175,Red,Rafael Dos Anjos,Tony Ferguson,-140,120,Blue,71.42857143,120
1946,Diego Sanchez,Jim Miller,160,-185,Red,Diego Sanchez,Marcin Held,250,-300,Red,250,33.33333333
1947,Jason Saggo,Justin Salas,-190,165,Red,Ricardo Lamas,Charles Oliveira,-110,-110,Red,90.90909091,90.90909091
1948,Julian Erosa,Teruto Ishihara,-175,155,Blue,Martin Bravo,Claudio Puelles,-105,-115,Red,95.23809524,86.95652174
1949,Anderson Silva,Michael Bisping,-275,235,Blue,Beneil Dariush,Rashid Magomedov,-115,-105,Red,86.95652174,95.23809524
1950,Gegard Mousasi,Thales Leites,-300,250,Red,Alexa Grasso,Heather Jo Clark,-620,460,Red,16.12903226,460
1951,Tom Breese,Keita Nakamura,-1165,750,Red,Erik Perez,Felipe Arantes,-240,200,Red,41.66666667,200
1952,Francisco Rivera,Brad Pickett,-155,135,Blue,Marco Beltran,Joe Soto,-135,115,Blue,74.07407407,115
1953,Mike Wilkinson,Makwan Amirkhani,160,-185,Blue,Erick Montano,Max Griffin,125,-135,Blue,125,74.07407407
1954,Davey Grant,Marlon Vera,-185,160,Red,Henry Briones,Douglas Silva de Andrade,-105,-115,Blue,95.23809524,86.95652174
1955,Scott Askham,Chris Dempsey,-360,300,Red,Sam Alvey,Alex Nicholson,-165,145,Red,60.60606061,145
1956,Arnold Allen,Yaotzin Meza,-340,280,Red,Polo Reyes,Jason Novelli,-155,135,Red,64.51612903,135
1957,Bradley Scott,Krzysztof Jotko,135,-155,Blue,Enrique Barzola,Chris Avila,-550,425,Red,18.18181818,425
1958,Norman Parke,Rustam Khabilov,170,-200,Blue,Michael Bisping,Dan Henderson,-260,220,Red,38.46153846,220
1959,Daniel Omielanczuk,Jarjis Danho,-110,-110,Red,Vitor Belfort,Gegard Mousasi,300,-360,Blue,300,27.77777778
1960,Teemu Packalen,Thibault Gouti,100,-110,Red,Ovince Saint Preux,Jimi Manuwa,-145,125,Blue,68.96551724,125
1961,David Teymur,Martin Svensson,-115,-105,Red,Stefan Struve,Daniel Omielanczuk,-190,165,Red,52.63157895,165
1962,Donald Cerrone,Alex Oliveira,-270,230,Red,Mirsad Bektic,Russell Doane,-580,440,Red,17.24137931,440
1963,Derek Brunson,Roan Carneiro,-365,305,Red,Brad Pickett,Iuri Alcantara,130,-150,Blue,130,66.66666667
1964,Cody Garbrandt,Augusto Mendes,-450,360,Red,Davey Grant,Damian Stasiak,-190,165,Blue,52.63157895,165
1965,Dennis Bermudez,Tatsuya Kawajiri,-355,295,Red,Leon Edwards,Albert Tumenov,150,-170,Red,150,58.82352941
1966,Chris Camozzi,Joe Riggs,-225,185,Red,Lukasz Sajewski,Marc Diakiese,245,-290,Blue,245,34.48275862
1967,James Krause,Shane Campbell,-185,160,Red,Danny Roberts,Mike Perry,110,-130,Blue,110,76.92307692
1968,Alex Garcia,Sean Strickland,-105,-115,Blue,Leonardo Santos,Adriano Martins,175,-210,Red,175,47.61904762
1969,Daniel Sarafian,Oluwale Bamgbose,-130,110,Blue,John Lineker,John Dodson,105,-125,Red,105,80
1970,Anthony Smith,Leonardo Augusto Leleco,-135,115,Red,Will Brooks,Alex Oliveira,-320,260,Blue,31.25,260
1971,Jonavin Webb,Nathan Coy,-260,220,Blue,Joshua Burkman,Zak Ottow,-260,220,Blue,38.46153846,220
1972,Marion Reneau,Ashlee Evans-Smith,-190,165,Blue,Louis Smolka,Brandon Moreno,-525,450,Blue,19.04761905,450
1973,Lauren Murphy,Kelly Faszholz,-310,255,Red,Henrique da Silva,Joachim Christensen,-135,115,Red,74.07407407,115
1974,Anthony Hamilton,Shamil Abdurakhimov,105,-125,Blue,Hacran Dias,Andre Fili,-150,130,Blue,66.66666667,130
1975,Johny Hendricks,Stephen Thompson,-290,245,Blue,Shamil Abdurakhimov,Walt Harris,-145,125,Red,68.96551724,125
1976,Roy Nelson,Jared Rosholt,-115,-105,Red,Keita Nakamura,Elizeu Zaleski dos Santos,-125,105,Blue,80,105
1977,Ovince Saint Preux,Rafael Feijao,-420,335,Red,Nate Marquardt,Tamdan McCrory,140,-160,Red,140,62.5
1978,Joseph Benavidez,Zach Makovsky,-420,335,Red,Jonathan Wilson,Ion Cutelaba,100,-120,Blue,100,83.33333333
1979,Misha Cirkunov,Alex Nicholson,-700,500,Red,Cody East,Curtis Blaydes,195,-235,Blue,195,42.55319149
1980,Mike Pyle,Sean Spencer,135,-155,Red,Kelly Faszholz,Ketlen Vieira,-115,-105,Blue,86.95652174,95.23809524
1981,Joshua Burkman,KJ Noons,-130,110,Red,Cris Cyborg,Lina Lansberg,-1000,650,Red,10,650
1982,Derrick Lewis,Damian Grabowski,-105,-115,Red,Renan Barao,Phillipe Nover,-640,470,Red,15.625,470
1983,Ray Borg,Justin Scoggins,-185,160,Blue,Roy Nelson,Antonio Silva,-420,335,Red,23.80952381,335
1984,Noad Lahat,Diego Rivas,-350,290,Blue,Francisco Trinaldo,Paul Felder,-155,135,Red,64.51612903,135
1985,Mickey Gall,Mike Jackson,-525,450,Red,Thiago Santos,Eric Spicely,-800,550,Blue,12.5,550
1986,Artem Lobov,Alex White,-135,115,Blue,Godofredo Pepey,Mike de la Torre,-110,-110,Red,90.90909091,90.90909091
1987,Anthony Johnson,Ryan Bader,-250,210,Red,Gilbert Burns,Michel Prazeres,-245,205,Blue,40.81632653,205
1988,Josh Barnett,Ben Rothwell,-140,120,Blue,Rani Yahya,Michinori Tanaka,-105,-115,Red,95.23809524,86.95652174
1989,Iuri Alcantara,Jimmie Rivera,150,-170,Blue,Jussier Formiga,Dustin Ortiz,-210,175,Red,47.61904762,175
1990,Sage Northcutt,Bryan Barberena,-275,235,Blue,Erick Silva,Luan Chagas,130,-150,Red,130,66.66666667
1991,Tarec Saffiedine,Jake Ellenberger,-265,225,Red,Alan Patrick,Stevie Ray,145,-165,Red,145,60.60606061
1992,Olivier Aubin-Mercier,Diego Ferreira,-260,220,Blue,Vicente Luque,Hector Urbina,-580,440,Red,17.24137931,440
1993,Rafael Natal,Kevin Casey,-175,155,Red,Glaico Franca,Gregor Gillespie,-140,120,Blue,71.42857143,120
1994,Dustin Ortiz,Wilson Reis,-275,235,Blue,Dustin Poirier,Michael Johnson,-165,145,Blue,60.60606061,145
1995,George Sullivan,Alexander Yakovlev,-115,-105,Blue,Uriah Hall,Derek Brunson,160,-185,Blue,160,54.05405405
1996,Alex Caceres,Masio Fullen,-290,245,Red,Evan Dunham,Rick Glenn,-340,280,Red,29.41176471,280
1997,Matt Dwyer,Randy Brown,125,-145,Blue,Roan Carneiro,Kenny Robertson,100,-120,Red,100,83.33333333
1998,Damon Jackson,Levan Makashvili,295,-355,Draw,Chris Wade,Islam Makhachev,115,-135,Blue,115,74.07407407
1999,Anthony Rocco Martin,Felipe Olivieri,-155,135,Red,Chas Skelly,Maximo Blanco,-150,130,Red,66.66666667,130
2000,TJ Dillashaw,Dominick Cruz,-155,135,Blue,Gabriel Benitez,Sam Sicilia,100,-120,Red,100,83.33333333
2001,Anthony Pettis,Eddie Alvarez,-360,300,Blue,Augusto Montano,Belal Muhammad,375,-470,Blue,375,21.27659574
2002,Travis Browne,Matt Mitrione,-170,150,Red,Antonio Carlos Junior,Leonardo Augusto Leleco,-280,240,Red,35.71428571,240
2003,Ross Pearson,Francisco Trinaldo,-150,130,Blue,Jose Quinonez,Joey Gomez,125,-145,Red,125,68.96551724
2004,Patrick Cote,Ben Saunders,130,-150,Red,Erick Montano,Randy Brown,425,-550,Blue,425,18.18181818
2005,Tim Boetsch,Ed Herman,-170,150,Blue,Stipe Miocic,Alistair Overeem,-145,125,Red,68.96551724,125
2006,Chris Wade,Mehdi Baghdad,-470,375,Red,Fabricio Werdum,Travis Browne,-265,225,Red,37.73584906,225
2007,Maximo Blanco,Luke Sanders,-125,105,Blue,CM Punk,Mickey Gall,345,-430,Blue,345,23.25581395
2008,Paul Felder,Daron Cruickshank,-240,200,Red,Urijah Faber,Jimmie Rivera,150,-170,Blue,150,58.82352941
2009,Ilir Latifi,Sean O'Connell,-265,245,Red,Jessica Andrade,Joanne Calderwood,-130,110,Red,76.92307692,110
2010,Charles Rosa,Kyle Bochniak,-255,215,Red,Jessica Eye,Bethe Correia,-125,105,Blue,80,105
2011,Rob Font,Joey Gomez,-220,180,Red,Brad Tavares,Caio Magalhaes,-220,180,Red,45.45454545,180
2012,Francimar Barroso,Elvis Mutapcic,140,-160,Red,Nik Lentz,Michael McBride,-550,425,Red,18.18181818,425
2013,Robbie Lawler,Carlos Condit,-115,-105,Red,Drew Dober,Jason Gonzalez,-150,130,Red,66.66666667,130
2014,Stipe Miocic,Andrei Arlovski,-240,220,Red,Yancy Medeiros,Sean Spencer,-130,110,Red,76.92307692,110
2015,Lorenz Larkin,Albert Tumenov,210,-250,Blue,Andrei Arlovski,Josh Barnett,110,-130,Blue,110,76.92307692
2016,Diego Brandao,Brian Ortega,145,-165,Blue,Alexander Gustafsson,Jan Blachowicz,-700,500,Red,14.28571429,500
2017,Abel Trujillo,Tony Sims,135,-155,Red,Ryan Bader,Ilir Latifi,-170,150,Red,58.82352941,150
2018,Michael McDonald,Masanori Kanehara,-600,450,Red,Nick Hein,Tae Hyun Bang,-335,275,Red,29.85074627,275
2019,Kyle Noke,Alex Morono,-370,310,Blue,Jessin Ayari,Jimmy Wallhead,110,-130,Red,110,76.92307692
2020,Justine Kish,Nina Ansaroff,-220,180,Red,Peter Sobotta,Nicolas Dalby,170,-200,Red,170,50
2021,Scott Holtzman,Drew Dober,-220,180,Blue,Ashlee Evans-Smith,Veronica Macedo,-240,200,Red,41.66666667,200
2022,Dustin Poirier,Joe Duffy,130,-150,Red,Taylor Lapilus,Leandro Issa,-160,140,Red,62.5,140
2023,Joe Soto,Michinori Tanaka,120,-140,Blue,Scott Askham,Jack Hermansson,-105,-115,Blue,95.23809524,86.95652174
2024,Sheldon Westcott,Edgar Garcia,-165,145,Red,Rustam Khabilov,Leandro Silva,-450,360,Red,22.22222222,360
2025,Rafael Dos Anjos,Donald Cerrone,-170,150,Red,Demian Maia,Carlos Condit,115,-135,Red,115,74.07407407
2026,Junior Dos Santos,Alistair Overeem,-235,195,Blue,Anthony Pettis,Charles Oliveira,-165,145,Red,60.60606061,145
2027,Michael Johnson,Nate Diaz,-360,300,Blue,Paige VanZant,Bec Rawlings,-210,175,Red,47.61904762,175
2028,Randa Markos,Karolina Kowalkiewicz,-165,145,Blue,Joe Lauzon,Jim Miller,-140,120,Blue,71.42857143,120
2029,Charles Oliveira,Myles Jury,145,-165,Red,Sam Alvey,Kevin Casey,-270,230,Red,37.03703704,230
2030,CB Dollaway,Nate Marquardt,-440,350,Blue,Enrique Barzola,Kyle Bochniak,115,-135,Blue,115,74.07407407
2031,Sarah Kaufman,Valentina Shevchenko,-115,-105,Blue,Garreth McLellan,Alessio Di Chirico,270,-330,Blue,270,30.3030303
2032,Josh Samman,Tamdan McCrory,-220,180,Blue,Shane Campbell,Felipe Silva,-160,140,Blue,62.5,140
2033,Nik Lentz,Danny Castillo,-140,120,Red,Chad Laprise,Thibault Gouti,-320,290,Red,31.25,290
2034,Cole Miller,Jim Alers,-110,-110,Draw,Jeremy Kennedy,Alessandro Ricci,-145,125,Red,68.96551724,125
2035,Kamaru Usman,Leon Edwards,-240,200,Red,Nate Diaz,Conor McGregor,115,-135,Blue,115,74.07407407
2036,Hayder Hassan,Vicente Luque,110,-130,Blue,Anthony Johnson,Glover Teixeira,-240,200,Red,41.66666667,200
2037,Francis Ngannou,Luis Henrique,-140,120,Red,Rick Story,Donald Cerrone,120,-140,Blue,120,71.42857143
2038,Jose Aldo,Conor McGregor,-115,-105,Blue,Hyun Gyu Lim,Mike Perry,-275,235,Blue,36.36363636,235
2039,Chris Weidman,Luke Rockhold,-150,130,Blue,Tim Means,Sabah Homasi,-420,335,Red,23.80952381,335
2040,Jacare Souza,Yoel Romero,-140,120,Blue,Cody Garbrandt,Takeya Mizugaki,-525,415,Red,19.04761905,415
2041,Demian Maia,Gunnar Nelson,105,-125,Red,Raquel Pennington,Elizabeth Phillips,-320,260,Red,31.25,260
2042,Max Holloway,Jeremy Stephens,-450,360,Red,Artem Lobov,Chris Avila,-140,120,Red,71.42857143,120
2043,Urijah Faber,Frankie Saenz,-490,390,Red,Randa Markos,Cortney Casey,-155,135,Blue,64.51612903,135
2044,Tecia Torres,Jocelyn Jones-Lybarger,-290,245,Red,Neil Magny,Lorenz Larkin,-140,120,Blue,71.42857143,120
2045,Warlley Alves,Colby Covington,105,-125,Red,Colby Covington,Max Griffin,-420,335,Red,23.80952381,335
2046,Leonardo Santos,Kevin Lee,475,-650,Red,Alberto Uda,Marvin Vettori,145,-165,Blue,145,60.60606061
2047,Joe Proctor,Magomed Mustafaev,300,-360,Blue,Yair Rodriguez,Alex Caceres,-335,275,Red,29.85074627,275
2048,John Makdessi,Yancy Medeiros,-170,150,Blue,Dennis Bermudez,Rony Jason,-300,250,Red,33.33333333,250
2049,Court McGee,Marcio Alexandre Junior,-165,145,Red,Thales Leites,Chris Camozzi,-175,155,Red,57.14285714,155
2050,Frankie Edgar,Chad Mendes,-135,115,Red,Santiago Ponzinibbio,Zak Cummings,-110,-110,Red,90.90909091,90.90909091
2051,Artem Lobov,Ryan Hall,-165,145,Blue,Trevor Smith,Joe Gigliotti,110,-130,Red,110,76.92307692
2052,Edson Barboza,Tony Ferguson,130,-150,Blue,Maryna Moroz,Danielle Taylor,-275,235,Red,36.36363636,235
2053,Joe Lauzon,Evan Dunham,165,-190,Blue,Court McGee,Dominique Steele,-150,130,Red,66.66666667,130
2054,Tatsuya Kawajiri,Jason Knight,-275,235,Red,Viktor Pesta,Marcin Tybura,-110,-110,Blue,90.90909091,90.90909091
2055,Julian Erosa,Marcin Wrzosek,105,-125,Red,David Teymur,Jason Novelli,-140,120,Red,71.42857143,120
2056,Gabriel Gonzaga,Konstantin Erokhin,120,-140,Red,Teruto Ishihara,Horacio Gutierrez,-230,190,Red,43.47826087,190
2057,Ryan LaFlare,Mike Pierce,-220,180,Red,Cub Swanson,Tatsuya Kawajiri,-330,270,Red,30.3030303,270
2058,Joby Sanchez,Geane Herrera,110,-130,Blue,Chase Sherman,Justin Ledet,100,-120,Blue,100,83.33333333
2059,Chris Gruetzemacher,Abner Lloveras,-145,125,Red,Robbie Lawler,Tyron Woodley,-120,100,Blue,83.33333333,100
2060,Rose Namajunas,Paige VanZant,120,-140,Red,Rose Namajunas,Karolina Kowalkiewicz,-190,165,Blue,52.63157895,165
2061,Jim Miller,Michael Chiesa,130,-150,Blue,Matt Brown,Jake Ellenberger,-310,255,Blue,32.25806452,255
2062,Sage Northcutt,Cody Pfister,-1000,650,Red,Francisco Rivera,Erik Perez,130,-150,Blue,130,66.66666667
2063,Elias Theodorou,Thiago Santos,-225,185,Blue,Ryan Benoit,Fredy Serrano,-105,-115,Red,95.23809524,86.95652174
2064,Tim Means,John Howard,-410,330,Red,Nikita Krylov,Ed Herman,-240,200,Red,41.66666667,200
2065,Omari Akhmedov,Sergio Moraes,-145,125,Blue,Ross Pearson,Jorge Masvidal,225,-265,Blue,225,37.73584906
2066,Antonio Carlos Junior,Kevin Casey,-310,255,Draw,Anthony Hamilton,Damian Grabowski,-135,115,Red,74.07407407,115
2067,Aljamain Sterling,Johnny Eduardo,-640,470,Red,Wilson Reis,Hector Sandoval,-360,300,Red,27.77777778,300
2068,Santiago Ponzinibbio,Andreas Stahl,-170,150,Red,Cesar Arzamendia,Damien Brown,-105,-115,Blue,95.23809524,86.95652174
2069,Danny Roberts,Nathan Coy,-150,140,Red,Holly Holm,Valentina Shevchenko,-190,165,Blue,52.63157895,165
2070,Zubaira Tukhugov,Phillipe Nover,-355,295,Red,Edson Barboza,Gilbert Melendez,-255,215,Red,39.21568627,215
2071,Kailin Curran,Emily Peters Kagan,-360,300,Red,Francis Ngannou,Bojan Mihajlovic,-600,450,Red,16.66666667,450
2072,Benson Henderson,Jorge Masvidal,-230,190,Red,Felice Herrig,Kailin Curran,125,-145,Red,125,68.96551724
2073,Dong Hyun Kim,Dominic Waters,-800,550,Red,Frankie Saenz,Eddie Wineland,-155,135,Blue,64.51612903,135
2074,Yoshihiro Akiyama,Alberto Mina,-145,125,Blue,Darren Elkins,Godofredo Pepey,-240,200,Red,41.66666667,200
2075,Dooho Choi,Sam Sicilia,-250,210,Red,Kamaru Usman,Alexander Yakovlev,-250,210,Red,40,210
2076,Dongi Yang,Jake Collier,105,-125,Red,Michel Prazeres,JC Cottrell,-220,180,Red,45.45454545,180
2077,Yui Chul Nam,Mike de la Torre,-115,-105,Blue,Alex Oliveira,James Moontasri,-220,180,Red,45.45454545,180
2078,Tae Hyun Bang,Leo Kuntz,270,-330,Red,Jim Alers,Jason Knight,-120,100,Blue,83.33333333,100
2079,Seohee Ham,Cortney Casey,120,-140,Red,Luis Henrique,Dmitrii Smoliakov,105,-125,Red,105,80
2080,Yao Zhikui,Fredy Serrano,135,-155,Blue,Michael McDonald,John Lineker,-115,-105,Blue,86.95652174,95.23809524
2081,Ning Guangyou,Marco Beltran,-160,140,Blue,Tony Ferguson,Lando Vannata,-800,550,Red,12.5,550
2082,Dominique Steele,Dong Hyun Ma,-130,110,Red,Tim Boetsch,Josh Samman,205,-245,Red,205,40.81632653
2083,Neil Magny,Kelvin Gastelum,270,-330,Red,Aleksei Oleinik,Daniel Omielanczuk,-185,160,Blue,54.05405405,160
2084,Ricardo Lamas,Diego Sanchez,-440,350,Red,Kyle Noke,Keita Nakamura,-155,135,Blue,64.51612903,135
2085,Jussier Formiga,Henry Cejudo,425,-550,Blue,Louis Smolka,Ben Nguyen,105,-125,Red,105,80
2086,Erick Montano,Enrique Marin,-230,190,Red,Lauren Murphy,Katlyn Chookagian,-170,150,Blue,58.82352941,150
2087,Horacio Gutierrez,Enrique Barzola,-210,175,Blue,Eric Spicely,Sam Alvey,235,-275,Blue,235,36.36363636
2088,Efrain Escudero,Leandro Silva,130,-150,Blue,Cortney Casey,Cristina Stanciu,140,-160,Red,140,62.5
2089,Erik Perez,Taylor Lapilus,-150,130,Red,Scott Holtzman,Cody Pfister,-260,220,Red,38.46153846,220
2090,Hector Urbina,Bartosz Fabinski,155,-175,Blue,Rani Yahya,Matthew Lopez,150,-170,Red,150,58.82352941
2091,Alejandro Perez,Scott Jorgensen,115,-135,Red,Devin Clark,Alex Nicholson,-220,180,Blue,45.45454545,180
2092,Gabriel Benitez,Andre Fili,190,-230,Blue,Miesha Tate,Amanda Nunes,265,-325,Blue,265,30.76923077
